Policy Name,Application Type,Location,File Name,NameName,Original File Name,File Name Compare As,Checksum,Owner,Arguments,Arguments Compare As,Signed By,Publisher,Publisher Compare As,Product Name,Product Name Compare As,File Description,File Description Compare As,Company Name,Company Name Compare As,Product Version From,Product Version To,File Version From,File Version To,MSI/MSP Product Name,MSI/MSP Product Name Compare As,MSI/MSP Company Name,MSI/MSP Company Name Compare As,MSI/MSP Product Version From,MSI/MSP Product Version To,MSI/MSP Product Code,MSI/MSP Upgrade Code,Web Application URL,Web Application URL Compare As,Windows Admin Task,All ActiveX Installation Allowed,ActiveX Source URL,ActiveX Source Compare As,ActiveX MIME Type,ActiveX MIME Type Compare As,ActiveX CLSID,ActiveX Version From,ActiveX Version To,File/Folder Path,File/Folder Type,Folder With subfolders and files,Registry Key,COM Display Name,COM CLSID,Service Name,Elevate Privileges for Child Processes,Remove Admin rights from File Open/Save common dialogs,Apply to Application from specific Source only,Apply Policy to Applications installed before CyberArk EPM Agent,Apply to Application only if its parent process belongs to group,Check direct parent process only,Apply Policy to Application only if it is created,Application Description
New_Monitor Windows Files,Executable,%SystemRoot%,wscript.exe,VB Script,,Exactly,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,VB Script
New_Monitor Windows Files,Executable,%SystemRoot%,cscript.exe,Command-Based Script,,Exactly,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Command-Based Script
New_Monitor Windows Files,Executable,%SystemRoot%,mshta.exe,HTML Application Host,,Exactly,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,HTML Application Host
New_Monitor Windows Files,Executable,%SystemRoot%,powershell.exe,Power Shell,,Exactly,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Power Shell
New_Monitor Windows Files,Executable,%SystemRoot%,powershell_ise.exe,PowerShell ISE,,Exactly,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,PowerShell ISE
New_Monitor Windows Files,Executable,%SystemRoot%,dllhost.exe,COM Surrogate,,Exactly,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,COM Surrogate
New_Monitor Windows Files,Executable,%SystemRoot%,msbuild.exe,MSBuild of .NET Framework,,Exactly,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,MSBuild of .NET Framework
New_Monitor Windows Files,Executable,%SystemRoot%,rundll32.exe,Windows host process,,Exactly,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Windows host process
New_Monitor Windows Files,Executable,%SystemRoot%,regsvr32.exe,Microsoft Register Server,,Exactly,,,,,Ignore Signature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,No,Microsoft Register Server
New_Trusted Vendors,Executable,,,Microsoft,,,,,,,Specific Publishers,Microsoft,Contains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_Trusted Vendors,Executable,,,Google,,,,,,,Specific Publishers,Google,Contains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_Trusted Vendors,Executable,,,Adobe,,,,,,,Specific Publishers,Adobe,Contains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
New_Trusted Vendors,Executable,,,Cyber-Ark,,,,,,,Specific Publishers,Cyber-Ark,Contains,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Yes,,,,,No,
